1041	-552362.0	S
1042	-552310.0	S
1043	-552312.0	S
1044	-552444.0	S
1045	-552428.0	S
1046	-552480.0	S
1047	-552462.0	S
1048	-552478.0	S
1049	-552404.0	S
1050	-552352.0	S
1051	-552520.0	S
1052	-552448.0	S
1053	-552376.0	S
1054	-552416.0	S
1055	-552462.0	S
1056	-552556.0	S
1057	-552520.0	S
1058	-552510.0	S
1059	-552442.0	S
1060	-552382.0	S
1061	-552288.0	S
1062	-552456.0	S
1063	-552496.0	S
1064	-552258.0	S
1065	-552502.0	S
1066	-552520.0	S
1067	-552450.0	S
1068	-552482.0	S
1069	-552428.0	S
1070	-552530.0	S
1071	-552376.0	S
1072	-552408.0	S
1073	-552266.0	S
1074	-552526.0	S
1075	-552450.0	S
1076	-552464.0	S
1077	-552422.0	S
1078	-552430.0	S
1079	-552400.0	S
1080	-552344.0	S
1081	-552454.0	S
1082	-552616.0	S
1083	-552312.0	S
1084	-552434.0	S
1085	-552410.0	S
1086	-552510.0	S
1087	-552560.0	S
1088	-552488.0	S
1089	-552490.0	S
1090	-552504.0	S
1091	-552552.0	S
1092	-552526.0	S
1093	-552464.0	S
1094	-552468.0	S
1095	-552592.0	S
1096	-552494.0	S
1097	-552542.0	S
1098	-552406.0	S
1099	-552508.0	S
